ENV,STATE,CITY,PED,FAR,FC,HYB,YEAR,REP,FS,CC,WRT,Density,CI,CD,PER,PHT,EHT,SDL,SDS,TWT,KWT300,YIELD,PRO,OIL,STA,DEN,FIB,CEC,pH,OM,EstNRel,Su,P,Ca,Mg,K,Na,SOC,TN,SoilCN,InorgN,Bray1P,POMC,POMN,POMCN,PMN,POXC,Sand,Silt,Clay,prcp_May,prcp_Jun,prcp_Jul,prcp_Aug,prcp_Sep,tmax_May,tmax_Jun,tmax_Jul,tmax_Aug,tmax_Sep,tmin_May,tmin_Jun,tmin_Jul,tmin_Aug,tmin_Sep,temp_May,temp_Jun,temp_Jul,temp_Aug,temp_Sep,GDD_May,GDD_Jun,GDD_Jul,GDD_Aug,GDD_Sep
Wilken2020,ILLINOIS,Wellington,PHW52*LH185,Wilken,HW1,UIUC7,2020,1,Mix,Legume,Moderate,Medium,High,Low,Absent,226.6666667,90,.,.,60.4,87,104,9.23,3.16,65.11,1.33,1.13,23.235,6.05,3.28,83,20,29.5,2691,538,133.5,21.5,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,131,103.63,135.02,38.08,61.47,69.62812903,84.548,86.08941935,82.93535484,76.4378,49.8316129,61.5176,65.56883871,60.44174194,53.0282,59.72987097,73.0328,75.82912903,71.68854839,64.733,300.492,676.359,775.989,660.762,441.99
Wilken2020,ILLINOIS,Wellington,PHHB9*PHM49,Wilken,HW1,UIUC1,2020,1,Mix,Legume,Moderate,Medium,High,Low,Absent,233.3333333,91.66666667,.,.,62.4,97,144,8.87,3.52,65.11,1.3,1.42,23.3,6.15,3.365,83.5,25,37,2780,565.5,159,20,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,131,103.63,135.02,38.08,61.47,69.62812903,84.548,86.08941935,82.93535484,76.4378,49.8316129,61.5176,65.56883871,60.44174194,53.0282,59.72987097,73.0328,75.82912903,71.68854839,64.733,300.492,676.359,775.989,660.762,441.99
Wilken2020,ILLINOIS,Wellington,59R5,Wilken,HW1,CHECK1,2020,1,Mix,Legume,Moderate,Medium,High,Low,Absent,232.3333333,97,.,.,62,97,186.4,8.97,3.4,65.43,1.34,1.04,25.76,6.1,3.745,87.5,15.5,27,2993,630.5,145.5,20,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,131,103.63,135.02,38.08,61.47,69.62812903,84.548,86.08941935,82.93535484,76.4378,49.8316129,61.5176,65.56883871,60.44174194,53.0282,59.72987097,73.0328,75.82912903,71.68854839,64.733,300.492,676.359,775.989,660.762,441.99
Wilken2020,ILLINOIS,Wellington,PHHB9*PHR63,Wilken,HW1,UIUC2,2020,1,Mix,Legume,Moderate,Medium,High,Low,Absent,237.3333333,111.6666667,.,.,59.4,81.4,157.6,7.88,3.43,65.95,1.28,1.71,38.285,5.75,4.575,96,21.5,50.5,3955,846.5,206,21.5,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,131,103.63,135.02,38.08,61.47,69.62812903,84.548,86.08941935,82.93535484,76.4378,49.8316129,61.5176,65.56883871,60.44174194,53.0282,59.72987097,73.0328,75.82912903,71.68854839,64.733,300.492,676.359,775.989,660.762,441.99
Wilken2020,ILLINOIS,Wellington,PHHB9*PHW30,Wilken,HW1,UIUC3,2020,1,Mix,Legume,Moderate,Medium,High,Low,Absent,275,118.3333333,.,.,59.8,80.5,141,8.28,3.34,65.63,1.3,1.52,38.395,6.05,4.745,97.5,15.5,39,4359,983,194.5,20,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,131,103.63,135.02,38.08,61.47,69.62812903,84.548,86.08941935,82.93535484,76.4378,49.8316129,61.5176,65.56883871,60.44174194,53.0282,59.72987097,73.0328,75.82912903,71.68854839,64.733,300.492,676.359,775.989,660.762,441.99
Wilken2020,ILLINOIS,Wellington,17.461,Wilken,HW1,ORG1,2020,1,Mix,Legume,Moderate,Medium,High,Low,Absent,204.3333333,95.66666667,.,.,55.6,87,127.1,9.28,5.25,63.32,1.2,2.49,30.535,6.05,3.765,87.5,21,35,3532,739,157.5,17.5,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,131,103.63,135.02,38.08,61.47,69.62812903,84.548,86.08941935,82.93535484,76.4378,49.8316129,61.5176,65.56883871,60.44174194,53.0282,59.72987097,73.0328,75.82912903,71.68854839,64.733,300.492,676.359,775.989,660.762,441.99
Wilken2020,ILLINOIS,Wellington,PHHB9*PHZ51,Wilken,HW1,UIUC4,2020,1,Mix,Legume,Moderate,Medium,High,Low,Absent,265,115.6666667,.,.,60.6,91.1,155.5,7.44,3.47,66.93,1.29,1.62,36.74,6.2,4.315,93.5,19,35.5,4310,986.5,203.5,22,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,131,103.63,135.02,38.08,61.47,69.62812903,84.548,86.08941935,82.93535484,76.4378,49.8316129,61.5176,65.56883871,60.44174194,53.0282,59.72987097,73.0328,75.82912903,71.68854839,64.733,300.492,676.359,775.989,660.762,441.99
Gruver2020,ILLINOIS,Macomb,PHHB9*PHZ51,Gruver,JG2,UIUC4,2020,1,Mix,Mixed,Low,Low,High,High,Absent,266.6666667,116.3333333,.,.,60.5,88.1,162.5,6.42,3.8,67.21,1.23,2.28,38.545,5.95,5.465,102,8.5,26.5,4713.5,729,121,17.5,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,132.37,124.63,112.11,11.4,115.2,68.60154839,83.1272,85.21032258,83.34587097,74.4908,50.05748387,62.3294,66.5843871,61.29180645,53.2172,59.32951613,72.7283,75.89735484,72.31883871,63.854,289.665,672.642,781.992,673.389,414.756
Gruver2020,ILLINOIS,Macomb,17.2B24,Gruver,JG2,ORG4,2020,1,Mix,Mixed,Low,Low,High,High,Absent,212.3333333,112.3333333,.,.,57.1,79.2,137.2,6.99,5.84,64.31,1.17,2.79,37.59,6,5.175,101,10,30.5,4585.5,703.5,129.5,18.5,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,132.37,124.63,112.11,11.4,115.2,68.60154839,83.1272,85.21032258,83.34587097,74.4908,50.05748387,62.3294,66.5843871,61.29180645,53.2172,59.32951613,72.7283,75.89735484,72.31883871,63.854,289.665,672.642,781.992,673.389,414.756
Gruver2020,ILLINOIS,Macomb,PHHB9*PHR63,Gruver,JG2,UIUC2,2020,1,Mix,Mixed,Low,Low,High,High,Absent,242.6666667,100.6666667,.,.,61.3,82.8,170.4,6.34,3.81,67.38,1.25,2.04,36.065,6.3,5.295,101.5,7,23,4808,729.5,106,16.5,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,132.37,124.63,112.11,11.4,115.2,68.60154839,83.1272,85.21032258,83.34587097,74.4908,50.05748387,62.3294,66.5843871,61.29180645,53.2172,59.32951613,72.7283,75.89735484,72.31883871,63.854,289.665,672.642,781.992,673.389,414.756
Gruver2020,ILLINOIS,Macomb,17.461,Gruver,JG2,ORG1,2020,1,Mix,Mixed,Low,Low,High,High,Absent,215,112.6666667,.,.,57.4,86.5,128.8,7.78,5.03,64.89,1.19,2.64,34.895,6.4,5.27,101.5,7,23.5,4737,709,122,18,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,132.37,124.63,112.11,11.4,115.2,68.60154839,83.1272,85.21032258,83.34587097,74.4908,50.05748387,62.3294,66.5843871,61.29180645,53.2172,59.32951613,72.7283,75.89735484,72.31883871,63.854,289.665,672.642,781.992,673.389,414.756
Gruver2020,ILLINOIS,Macomb,59R5,Gruver,JG2,CHECK1,2020,1,Mix,Mixed,Low,Low,High,High,Absent,259,105.3333333,.,.,61.7,82,156.5,6.46,3.34,67.59,1.26,1.94,35.875,6.45,5.17,100.5,7.5,27.5,4928,729,132,19.5,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,132.37,124.63,112.11,11.4,115.2,68.60154839,83.1272,85.21032258,83.34587097,74.4908,50.05748387,62.3294,66.5843871,61.29180645,53.2172,59.32951613,72.7283,75.89735484,72.31883871,63.854,289.665,672.642,781.992,673.389,414.756
Gruver2020,ILLINOIS,Macomb,PHW52*LH185,Gruver,JG2,UIUC7,2020,1,Mix,Mixed,Low,Low,High,High,Absent,232.3333333,103.3333333,.,.,57,86.4,120.5,6.55,3.97,66.44,1.22,2.38,34.235,6.55,5.275,101.5,7.5,30,4765,722,128,20,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,132.37,124.63,112.11,11.4,115.2,68.60154839,83.1272,85.21032258,83.34587097,74.4908,50.05748387,62.3294,66.5843871,61.29180645,53.2172,59.32951613,72.7283,75.89735484,72.31883871,63.854,289.665,672.642,781.992,673.389,414.756
Gruver2020,ILLINOIS,Macomb,PHHB9*PHM49,Gruver,JG2,UIUC1,2020,1,Mix,Mixed,Low,Low,High,High,Absent,244.3333333,103.3333333,.,.,60,85.3,174.9,7.09,3.91,66.34,1.28,1.69,32.775,6.6,5.07,100,7,35.5,4607,693.5,122.5,16,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,132.37,124.63,112.11,11.4,115.2,68.60154839,83.1272,85.21032258,83.34587097,74.4908,50.05748387,62.3294,66.5843871,61.29180645,53.2172,59.32951613,72.7283,75.89735484,72.31883871,63.854,289.665,672.642,781.992,673.389,414.756
Gruver2020,ILLINOIS,Macomb,PHHB9*PHW30,Gruver,JG2,UIUC3,2020,1,Mix,Mixed,Low,Low,High,High,Absent,263.6666667,118,.,.,60.5,87.2,170.4,7.98,3.85,65.5,1.29,1.62,35.82,6.45,5.21,101,7,33.5,4910.5,737,117.5,18,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,132.37,124.63,112.11,11.4,115.2,68.60154839,83.1272,85.21032258,83.34587097,74.4908,50.05748387,62.3294,66.5843871,61.29180645,53.2172,59.32951613,72.7283,75.89735484,72.31883871,63.854,289.665,672.642,781.992,673.389,414.756
Doonan2020,ILLINOIS,Reynolds,PHHB9*PHW30,Doonan,TD1,UIUC3,2020,1,Green,Legume,Moderate,High,Low,Low,Absent,285.6666667,148.3333333,.,.,63.5,100.4,189.4,8.25,2.56,67.76,1.32,1.35,28.66,6.1,4.25,92.5,10,115.5,3952.5,365.5,168,14.5,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,132.23,160.43,133.64,22.71,175.52,68.43606452,83.2544,85.54941935,83.71748387,73.7756,49.43270968,62.2484,66.30741935,61.01774194,52.4576,58.9343871,72.7514,75.92841935,72.3676129,63.1166,277.632,673.128,779.283,674.829,392.616
Doonan2020,ILLINOIS,Reynolds,PHHB9*PHM49,Doonan,TD1,UIUC1,2020,1,Green,Legume,Moderate,High,Low,Low,Absent,242,124.3333333,.,.,61.7,92.2,177,7.47,3.21,67.43,1.29,1.7,29.925,6.15,4.165,91.5,11,100,4111,411.5,187.5,20.5,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,132.23,160.43,133.64,22.71,175.52,68.43606452,83.2544,85.54941935,83.71748387,73.7756,49.43270968,62.2484,66.30741935,61.01774194,52.4576,58.9343871,72.7514,75.92841935,72.3676129,63.1166,277.632,673.128,779.283,674.829,392.616
Doonan2020,ILLINOIS,Reynolds,17.461,Doonan,TD1,ORG1,2020,1,Green,Legume,Moderate,High,Low,Low,Absent,223,119,.,.,59.3,88,81.7,8.79,5.01,64.23,1.2,2.55,32.775,6.35,4.105,91,10.5,89,4695,470,187,16,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,132.23,160.43,133.64,22.71,175.52,68.43606452,83.2544,85.54941935,83.71748387,73.7756,49.43270968,62.2484,66.30741935,61.01774194,52.4576,58.9343871,72.7514,75.92841935,72.3676129,63.1166,277.632,673.128,779.283,674.829,392.616
Doonan2020,ILLINOIS,Reynolds,17.2B24,Doonan,TD1,ORG4,2020,1,Green,Legume,Moderate,High,Low,Low,Absent,207.3333333,114.3333333,.,.,57.6,84,89.4,8.11,5.41,63.86,1.18,2.72,30.195,6.5,4.185,92,10.5,84,4506.5,410,167.5,16.5,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,132.23,160.43,133.64,22.71,175.52,68.43606452,83.2544,85.54941935,83.71748387,73.7756,49.43270968,62.2484,66.30741935,61.01774194,52.4576,58.9343871,72.7514,75.92841935,72.3676129,63.1166,277.632,673.128,779.283,674.829,392.616
Doonan2020,ILLINOIS,Reynolds,PHHB9*PHR63,Doonan,TD1,UIUC2,2020,1,Green,Legume,Moderate,High,Low,Low,Absent,236.6666667,127,.,.,63.3,88.2,146.7,6.13,3.47,68.2,1.29,1.64,30.075,6,3.815,88,9,55.5,3845.5,439.5,140.5,17,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,132.23,160.43,133.64,22.71,175.52,68.43606452,83.2544,85.54941935,83.71748387,73.7756,49.43270968,62.2484,66.30741935,61.01774194,52.4576,58.9343871,72.7514,75.92841935,72.3676129,63.1166,277.632,673.128,779.283,674.829,392.616
Doonan2020,ILLINOIS,Reynolds,59R5,Doonan,TD1,CHECK1,2020,1,Green,Legume,Moderate,High,Low,Low,Absent,268.6666667,139,.,.,61.4,83.2,155.8,6.89,3.52,67.11,1.28,1.75,28.075,6.15,3.985,89.5,10,41,3834,408,154.5,16.5,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,132.23,160.43,133.64,22.71,175.52,68.43606452,83.2544,85.54941935,83.71748387,73.7756,49.43270968,62.2484,66.30741935,61.01774194,52.4576,58.9343871,72.7514,75.92841935,72.3676129,63.1166,277.632,673.128,779.283,674.829,392.616
Doonan2020,ILLINOIS,Reynolds,PHW52*LH185,Doonan,TD1,UIUC7,2020,1,Green,Legume,Moderate,High,Low,Low,Absent,227.6666667,105,.,.,59.4,91.2,96.2,6.96,3.7,66.42,1.27,1.86,31.11,6.15,3.92,89.5,9,35.5,4201.5,445.5,152.5,17,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,132.23,160.43,133.64,22.71,175.52,68.43606452,83.2544,85.54941935,83.71748387,73.7756,49.43270968,62.2484,66.30741935,61.01774194,52.4576,58.9343871,72.7514,75.92841935,72.3676129,63.1166,277.632,673.128,779.283,674.829,392.616
Doonan2020,ILLINOIS,Reynolds,PHHB9*PHZ51,Doonan,TD1,UIUC4,2020,1,Green,Legume,Moderate,High,Low,Low,Absent,266,141.6666667,.,.,61.5,96,169,7.23,3.37,67.14,1.29,1.59,28.02,6.15,3.925,89,9,35,3912,363.5,126.5,18.5,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,132.23,160.43,133.64,22.71,175.52,68.43606452,83.2544,85.54941935,83.71748387,73.7756,49.43270968,62.2484,66.30741935,61.01774194,52.4576,58.9343871,72.7514,75.92841935,72.3676129,63.1166,277.632,673.128,779.283,674.829,392.616
Smith2020,ILLINOIS,Peoria,PHHB9*PHR63,Smith,AS1,UIUC2,2020,2,Mix,Legume,Low,Low,High,High,Absent,321,140,.,.,62.9,95.4,177.9,6.63,3.97,67.11,1.26,1.91,13.845,6.85,2.07,61.5,6.5,26.5,1952,323,100,24.5,9.173,1.0435,8.790608529,27.73,11,1.653262227,0.144054566,11.47663887,27.17,300.4668,7,50,43,130.83,40.59,181.78,12.66,145.6,69.42780645,84.7478,86.78270968,83.87251613,75.2996,50.45290323,62.3984,66.68309677,61.16174194,53.603,59.94035484,73.5731,76.73290323,72.51712903,64.4513,307.926,690.984,794.475,679.158,433.539
Smith2020,ILLINOIS,Peoria,PHHB9*PHZ51,Smith,AS1,UIUC4,2020,2,Mix,Legume,Low,Low,High,High,Absent,301,138.5,.,.,62,93,176,7.74,3.7,66.39,1.3,1.37,14.105,6.65,1.805,56,7.5,28.5,1994,298,96.5,21.5,9.173,1.0435,8.790608529,27.73,11,1.653262227,0.144054566,11.47663887,27.17,300.4668,7,50,43,130.83,40.59,181.78,12.66,145.6,69.42780645,84.7478,86.78270968,83.87251613,75.2996,50.45290323,62.3984,66.68309677,61.16174194,53.603,59.94035484,73.5731,76.73290323,72.51712903,64.4513,307.926,690.984,794.475,679.158,433.539
Smith2020,ILLINOIS,Peoria,PHHB9*PHW30,Smith,AS1,UIUC3,2020,2,Mix,Legume,Low,Low,High,High,Absent,278.5,125.5,.,.,62,93,196.2,7.21,4.1,66.45,1.29,1.58,14.175,6.6,1.655,53,8,30.5,1946.5,311,102.5,22.5,9.173,1.0435,8.790608529,27.73,11,1.653262227,0.144054566,11.47663887,27.17,300.4668,7,50,43,130.83,40.59,181.78,12.66,145.6,69.42780645,84.7478,86.78270968,83.87251613,75.2996,50.45290323,62.3984,66.68309677,61.16174194,53.603,59.94035484,73.5731,76.73290323,72.51712903,64.4513,307.926,690.984,794.475,679.158,433.539
Smith2020,ILLINOIS,Peoria,PHHB9*PHM49,Smith,AS1,UIUC1,2020,2,Mix,Legume,Low,Low,High,High,Absent,290,121,.,.,62.8,78.8,134,6.87,3.64,67.41,1.31,1.35,14.975,6.7,1.795,56,6,25,2073,348,103,22.5,9.173,1.0435,8.790608529,27.73,11,1.653262227,0.144054566,11.47663887,27.17,300.4668,7,50,43,130.83,40.59,181.78,12.66,145.6,69.42780645,84.7478,86.78270968,83.87251613,75.2996,50.45290323,62.3984,66.68309677,61.16174194,53.603,59.94035484,73.5731,76.73290323,72.51712903,64.4513,307.926,690.984,794.475,679.158,433.539
Smith2020,ILLINOIS,Peoria,PHW52*LH185,Smith,AS1,UIUC7,2020,2,Mix,Legume,Low,Low,High,High,Absent,253.5,125,.,.,56.5,76.4,164.7,7.14,5.67,64.31,1.17,2.78,15.34,6.7,1.81,56.5,6.5,28,2080,378,117,22,9.173,1.0435,8.790608529,27.73,11,1.653262227,0.144054566,11.47663887,27.17,300.4668,7,50,43,130.83,40.59,181.78,12.66,145.6,69.42780645,84.7478,86.78270968,83.87251613,75.2996,50.45290323,62.3984,66.68309677,61.16174194,53.603,59.94035484,73.5731,76.73290323,72.51712903,64.4513,307.926,690.984,794.475,679.158,433.539
Smith2020,ILLINOIS,Peoria,17.2B24,Smith,AS1,ORG4,2020,2,Mix,Legume,Low,Low,High,High,Absent,286,163,.,.,59.6,86.3,144,8.18,5.86,63.35,1.19,2.6,16.52,6.7,1.7,54,12.5,37.5,2258.5,396.5,118.5,24.5,9.173,1.0435,8.790608529,27.73,11,1.653262227,0.144054566,11.47663887,27.17,300.4668,7,50,43,130.83,40.59,181.78,12.66,145.6,69.42780645,84.7478,86.78270968,83.87251613,75.2996,50.45290323,62.3984,66.68309677,61.16174194,53.603,59.94035484,73.5731,76.73290323,72.51712903,64.4513,307.926,690.984,794.475,679.158,433.539
Smith2020,ILLINOIS,Peoria,17.461,Smith,AS1,ORG1,2020,2,Mix,Legume,Low,Low,High,High,Absent,300.5,135.5,.,.,62.1,79.1,175.1,6.92,3.69,66.62,1.28,1.66,13.265,6.5,1.98,59.5,6,24.5,1742.5,309.5,96,20.5,9.173,1.0435,8.790608529,27.73,11,1.653262227,0.144054566,11.47663887,27.17,300.4668,7,50,43,130.83,40.59,181.78,12.66,145.6,69.42780645,84.7478,86.78270968,83.87251613,75.2996,50.45290323,62.3984,66.68309677,61.16174194,53.603,59.94035484,73.5731,76.73290323,72.51712903,64.4513,307.926,690.984,794.475,679.158,433.539
Smith2020,ILLINOIS,Peoria,59R5,Smith,AS1,CHECK1,2020,2,Mix,Legume,Low,Low,High,High,Absent,277.5,145.5,.,.,61.2,87,199.4,5.95,3.17,68.73,1.25,2.15,14.01,6.55,1.875,57.5,6,21,1862,329.5,92.5,21,9.173,1.0435,8.790608529,27.73,11,1.653262227,0.144054566,11.47663887,27.17,300.4668,7,50,43,130.83,40.59,181.78,12.66,145.6,69.42780645,84.7478,86.78270968,83.87251613,75.2996,50.45290323,62.3984,66.68309677,61.16174194,53.603,59.94035484,73.5731,76.73290323,72.51712903,64.4513,307.926,690.984,794.475,679.158,433.539
Ambriole2020,INDIANA,Roanoke,PHHB9*PHR63,Ambriole,AA2,UIUC2,2020,2,Mix,Mixed,Moderate,Low,High,High,Absent,187.5,84.5,.,.,62.3,78.1,70.1,7.83,3.74,65.54,1.28,1.7,52.51,7.65,10.18,124,33,16.5,9080,574,108,18,67.0345,5.0795,13.19706664,29.13,21,11.90800776,0.955105041,12.46774674,38.42,1173.4092,5,28,67,111.33,55.12,114.32,62.16,76.34,69.14793548,83.3408,86.9603871,83.49858065,75.3842,47.89690323,59.2148,65.30987097,59.50864516,51.6434,58.52241935,71.2778,76.13512903,71.5036129,63.5138,261.531,626.193,778.761,653.067,405.414
Ambriole2020,INDIANA,Roanoke,59R5,Ambriole,AA2,CHECK1,2020,2,Mix,Mixed,Moderate,Low,High,High,Absent,187.5,62.5,.,.,54.9,84.8,65.7,8.46,5.11,63.41,1.19,2.61,49.205,7.7,11.545,125.5,25.5,21,8538.5,513.5,132,17,67.0345,5.0795,13.19706664,29.13,21,11.90800776,0.955105041,12.46774674,38.42,1173.4092,5,28,67,111.33,55.12,114.32,62.16,76.34,69.14793548,83.3408,86.9603871,83.49858065,75.3842,47.89690323,59.2148,65.30987097,59.50864516,51.6434,58.52241935,71.2778,76.13512903,71.5036129,63.5138,261.531,626.193,778.761,653.067,405.414
Ambriole2020,INDIANA,Roanoke,17.461,Ambriole,AA2,ORG1,2020,2,Mix,Mixed,Moderate,Low,High,High,Absent,170,65,.,.,56,77.5,69.7,8.48,5.16,63.8,1.18,2.77,46.775,7.7,11.69,125.5,27,32,8055,522,143,12.5,67.0345,5.0795,13.19706664,29.13,21,11.90800776,0.955105041,12.46774674,38.42,1173.4092,5,28,67,111.33,55.12,114.32,62.16,76.34,69.14793548,83.3408,86.9603871,83.49858065,75.3842,47.89690323,59.2148,65.30987097,59.50864516,51.6434,58.52241935,71.2778,76.13512903,71.5036129,63.5138,261.531,626.193,778.761,653.067,405.414
Ambriole2020,INDIANA,Roanoke,17.2B24,Ambriole,AA2,ORG4,2020,2,Mix,Mixed,Moderate,Low,High,High,Absent,162.5,79.5,.,.,53.1,75.2,109.4,7.66,5.29,64.01,1.17,2.77,48.96,7.55,12.7,126.5,33,35.5,8430.5,548,113,16.5,67.0345,5.0795,13.19706664,29.13,21,11.90800776,0.955105041,12.46774674,38.42,1173.4092,5,28,67,111.33,55.12,114.32,62.16,76.34,69.14793548,83.3408,86.9603871,83.49858065,75.3842,47.89690323,59.2148,65.30987097,59.50864516,51.6434,58.52241935,71.2778,76.13512903,71.5036129,63.5138,261.531,626.193,778.761,653.067,405.414
Ambriole2020,INDIANA,Roanoke,PHHB9*PHZ51,Ambriole,AA2,UIUC4,2020,2,Mix,Mixed,Moderate,Low,High,High,Absent,218,88.5,.,.,60.9,90.3,179.5,6.71,4.08,66.52,1.26,1.91,45.695,7.65,12.44,126.5,28.5,25.5,7811,550.5,100,19,67.0345,5.0795,13.19706664,29.13,21,11.90800776,0.955105041,12.46774674,38.42,1173.4092,5,28,67,111.33,55.12,114.32,62.16,76.34,69.14793548,83.3408,86.9603871,83.49858065,75.3842,47.89690323,59.2148,65.30987097,59.50864516,51.6434,58.52241935,71.2778,76.13512903,71.5036129,63.5138,261.531,626.193,778.761,653.067,405.414
Ambriole2020,INDIANA,Roanoke,PHW52*LH185,Ambriole,AA2,UIUC7,2020,2,Mix,Mixed,Moderate,Low,High,High,Absent,193,76,.,.,60.3,79.3,156.1,8.5,3.06,65.96,1.34,1.03,42.075,7.4,13.575,126.5,25,45.5,7062,567,108.5,18,67.0345,5.0795,13.19706664,29.13,21,11.90800776,0.955105041,12.46774674,38.42,1173.4092,5,28,67,111.33,55.12,114.32,62.16,76.34,69.14793548,83.3408,86.9603871,83.49858065,75.3842,47.89690323,59.2148,65.30987097,59.50864516,51.6434,58.52241935,71.2778,76.13512903,71.5036129,63.5138,261.531,626.193,778.761,653.067,405.414
Ambriole2020,INDIANA,Roanoke,PHHB9*PHM49,Ambriole,AA2,UIUC1,2020,2,Mix,Mixed,Moderate,Low,High,High,Absent,184.5,84,.,.,61.8,85.5,146.3,7.48,3.76,66.04,1.28,1.66,41.225,7.3,15.685,128,27.5,43.5,6807.5,608.5,132.5,21,67.0345,5.0795,13.19706664,29.13,21,11.90800776,0.955105041,12.46774674,38.42,1173.4092,5,28,67,111.33,55.12,114.32,62.16,76.34,69.14793548,83.3408,86.9603871,83.49858065,75.3842,47.89690323,59.2148,65.30987097,59.50864516,51.6434,58.52241935,71.2778,76.13512903,71.5036129,63.5138,261.531,626.193,778.761,653.067,405.414
Ambriole2020,INDIANA,Roanoke,PHHB9*PHW30,Ambriole,AA2,UIUC3,2020,2,Mix,Mixed,Moderate,Low,High,High,Absent,200,93.5,.,.,62.3,93.6,173.7,7.54,3.55,66.36,1.3,1.45,41.835,7.35,13.445,126.5,28,33,6928,611,122.5,21,67.0345,5.0795,13.19706664,29.13,21,11.90800776,0.955105041,12.46774674,38.42,1173.4092,5,28,67,111.33,55.12,114.32,62.16,76.34,69.14793548,83.3408,86.9603871,83.49858065,75.3842,47.89690323,59.2148,65.30987097,59.50864516,51.6434,58.52241935,71.2778,76.13512903,71.5036129,63.5138,261.531,626.193,778.761,653.067,405.414
Longwell2020,INDIANA,NewLisbon,PHW52*LH185,Longwell,DL1,UIUC7,2020,2,Mix,Legume,Low,Low,Medium,High,Present,245,102,.,.,56.6,63,107.8,6.61,4.28,66.11,1.24,2.12,21.02,7.55,2.29,65.5,5.5,7,2454.5,902.5,114.5,29,13.2635,1.3845,9.579992777,28.78,5.5,1.64871246,0.116012296,14.21153202,39.19,407.6244,30,28,42,158.37,105.24,122.64,70.36,27.23,68.26477419,81.932,85.40832258,80.81193548,75.776,48.98909677,59.9276,64.97890323,60.10612903,52.328,58.62693548,70.9298,75.1936129,70.45903226,64.052,269.325,622.926,760.311,632.043,420.975
Longwell2020,INDIANA,NewLisbon,17.461,Longwell,DL1,ORG1,2020,2,Mix,Legume,Low,Low,Medium,High,Present,245.5,107,.,.,56.3,65.6,89.4,7.47,4.73,64.78,1.21,2.43,18.925,7.55,1.97,59.5,5.5,8,2237,791.5,115.5,28,13.2635,1.3845,9.579992777,28.78,5.5,1.64871246,0.116012296,14.21153202,39.19,407.6244,30,28,42,158.37,105.24,122.64,70.36,27.23,68.26477419,81.932,85.40832258,80.81193548,75.776,48.98909677,59.9276,64.97890323,60.10612903,52.328,58.62693548,70.9298,75.1936129,70.45903226,64.052,269.325,622.926,760.311,632.043,420.975
