ENV,STATE,CITY,PED,FAR,FC,HYB,YEAR,REP,FS,CC,WRT,Density,CI,CD,PER,YIELD
Beiler2019,WI,Rewey,C4-6 x 9.2)11,Beiler,MB,ORG14,2019,1,Animal,None,NA,High,Medium,Low,Present,125.5
Beiler2019,WI,Rewey,C2B2-1.C4-6,Beiler,MB,ORG10,2019,1,Animal,None,NA,Medium,Medium,Low,Present,130
Beiler2019,WI,Rewey,15.C4-6,Beiler,MB,ORG3,2019,1,Animal,None,NA,High,Medium,Low,Present,102.8
Beiler2019,WI,Rewey,C2B2-7.C4-6,Beiler,MB,ORG11,2019,1,Animal,None,NA,High,Medium,Low,Present,136.7
Beiler2019,WI,Rewey,17.2B24,Beiler,MB,ORG4,2019,1,Animal,None,NA,Medium,Medium,Low,Present,99.6
Beiler2019,WI,Rewey,17.461,Beiler,MB,ORG1,2019,1,Animal,None,NA,Medium,Medium,Low,Present,114.9
Doudlah2019,WI,Brooklyn,17.461,Doudlah,MD,ORG1,2019,1,Green,Mixed,NA,High,High,High,Absent,87.6
Doudlah2019,WI,Brooklyn,17.2B24,Doudlah,MD,ORG4,2019,1,Green,Mixed,NA,High,High,High,Absent,117.7
Doudlah2019,WI,Brooklyn,C2B2-7.C4-6,Doudlah,MD,ORG11,2019,1,Green,Mixed,NA,High,High,High,Absent,97.3
Doudlah2019,WI,Brooklyn,15.C4-6,Doudlah,MD,ORG3,2019,1,Green,Mixed,NA,High,High,High,Absent,131.2
Doudlah2019,WI,Brooklyn,C2B2-1.C4-6,Doudlah,MD,ORG10,2019,1,Green,Mixed,NA,High,High,High,Absent,91.2
Doudlah2019,WI,Brooklyn,C4-6 x 9.2)11,Doudlah,MD,ORG14,2019,1,Green,Mixed,NA,High,High,High,Absent,84.7
Doudlah2019,WI,Brooklyn,NG10-2-3-2 x Md1,Doudlah,MD,ORG20,2019,1,Green,Mixed,NA,High,High,High,Absent,94.3
Doudlah2019,WI,Brooklyn,FOS8500,Doudlah,MD,CHECK3,2019,1,Green,Mixed,NA,High,High,High,Absent,53.3
Stoltzfus12019,WI,Fayette,C2B2-1.C4-6,Stoltzfus1,MS1,ORG10,2019,1,Mix,Legume,NA,Low,Medium,High,Present,186.6
Stoltzfus12019,WI,Fayette,NG10-2-3-2 x Md1,Stoltzfus1,MS1,ORG20,2019,1,Mix,Legume,NA,Low,Medium,High,Present,172.9
Stoltzfus12019,WI,Fayette,C2B2-7.C4-6,Stoltzfus1,MS1,ORG11,2019,1,Mix,Legume,NA,Low,Medium,High,Present,206.9
Stoltzfus12019,WI,Fayette,17.461,Stoltzfus1,MS1,ORG1,2019,1,Mix,Legume,NA,Low,Medium,High,Present,237.8
Stoltzfus12019,WI,Fayette,17.2B24,Stoltzfus1,MS1,ORG4,2019,1,Mix,Legume,NA,Low,Medium,High,Present,218.8
Stoltzfus12019,WI,Fayette,15.C4-6,Stoltzfus1,MS1,ORG3,2019,1,Mix,Legume,NA,Low,Medium,High,Present,185.6
Stoltzfus12019,WI,Fayette,FOS8500,Stoltzfus1,MS1,CHECK3,2019,1,Mix,Legume,NA,Low,Medium,High,Present,260.2
Stoltzfus12019,WI,Fayette,C4-6 x 9.2)11,Stoltzfus1,MS1,ORG14,2019,1,Mix,Legume,NA,Low,Medium,High,Present,147.7
Stoltzfus22019,WI,Fayette,NG10-2-3-2 x Md1,Stoltzfus2,MS2,ORG20,2019,1,Mix,Legume,NA,Low,Medium,High,Present,194.1
Stoltzfus22019,WI,Fayette,17.461,Stoltzfus2,MS2,ORG1,2019,1,Mix,Legume,NA,Low,Medium,High,Present,166.6
Stoltzfus22019,WI,Fayette,15.C4-6,Stoltzfus2,MS2,ORG3,2019,1,Mix,Legume,NA,Low,Medium,High,Present,162.4
Stoltzfus22019,WI,Fayette,C2B2-7.C4-6,Stoltzfus2,MS2,ORG11,2019,1,Mix,Legume,NA,Low,Medium,High,Present,202.9
Stoltzfus22019,WI,Fayette,FOS8500,Stoltzfus2,MS2,CHECK3,2019,1,Mix,Legume,NA,Low,Medium,High,Present,233.3
Stoltzfus22019,WI,Fayette,C4-6 x 9.2)11,Stoltzfus2,MS2,ORG14,2019,1,Mix,Legume,NA,Low,Medium,High,Present,138.5
Stoltzfus22019,WI,Fayette,C2B2-1.C4-6,Stoltzfus2,MS2,ORG10,2019,1,Mix,Legume,NA,Low,Medium,High,Present,143.2
Stoltzfus22019,WI,Fayette,17.2B24,Stoltzfus2,MS2,ORG4,2019,1,Mix,Legume,NA,Low,Medium,High,Present,175.2
Zinniker2019,WI,Troy,C4-6 x 9.2)11,Zinniker,MZ,ORG14,2019,1,Mix,Mixed,NA,Low,Low,Low,Present,166.2
Zinniker2019,WI,Troy,17.2B24,Zinniker,MZ,ORG4,2019,1,Mix,Mixed,NA,Low,Low,Low,Present,169.8
Zinniker2019,WI,Troy,FOS8500,Zinniker,MZ,CHECK3,2019,1,Mix,Mixed,NA,Low,Low,Low,Present,185.4
Zinniker2019,WI,Troy,17.461,Zinniker,MZ,ORG1,2019,1,Mix,Mixed,NA,Low,Low,Low,Present,206.7
Zinniker2019,WI,Troy,C2B2-7.C4-6,Zinniker,MZ,ORG11,2019,1,Mix,Mixed,NA,Low,Low,Low,Present,186.2
Zinniker2019,WI,Troy,C2B2-1.C4-6,Zinniker,MZ,ORG10,2019,1,Mix,Mixed,NA,Low,Low,Low,Present,177.7
Zinniker2019,WI,Troy,15.C4-6,Zinniker,MZ,ORG3,2019,1,Mix,Mixed,NA,Low,Low,Low,Present,180.4
Beiler2020,WISCONSIN,Mifflin,15.C4-6,Beiler,MB2,ORG3,2020,1,Mix,Mixed,NA,Low,Low,Low,Present,95.8
Beiler2020,WISCONSIN,Mifflin,15.C4-6,Beiler,MB2,ORG3,2020,1,Mix,Mixed,NA,Low,Low,Low,Present,66.2
Beiler2020,WISCONSIN,Mifflin,17.461,Beiler,MB2,ORG1,2020,1,Mix,Mixed,NA,Low,Low,Low,Present,94.9
Beiler2020,WISCONSIN,Mifflin,17.461,Beiler,MB2,ORG1,2020,1,Mix,Mixed,NA,Low,Low,Low,Present,129
Beiler2020,WISCONSIN,Mifflin,924.461,Beiler,MB2,ORG21,2020,1,Mix,Mixed,NA,Low,Low,Low,Present,71.4
Beiler2020,WISCONSIN,Mifflin,924.461,Beiler,MB2,ORG21,2020,1,Mix,Mixed,NA,Low,Low,Low,Present,91.3
Beiler2020,WISCONSIN,Mifflin,9215.C4-6,Beiler,MB2,ORG22,2020,1,Mix,Mixed,NA,Low,Low,Low,Present,98.7
Beiler2020,WISCONSIN,Mifflin,9215.C4-6,Beiler,MB2,ORG22,2020,1,Mix,Mixed,NA,Medium,Low,Low,Present,101.4
Beiler2020,WISCONSIN,Mifflin,17.2B24,Beiler,MB2,ORG4,2020,1,Mix,Mixed,NA,Low,Low,Low,Present,122.4
Beiler2020,WISCONSIN,Mifflin,17.2B24,Beiler,MB2,ORG4,2020,1,Mix,Mixed,NA,Low,Low,Low,Present,118.8
Beiler2020,WISCONSIN,Mifflin,924.NG10,Beiler,MB2,ORG23,2020,1,Mix,Mixed,NA,Low,Low,Low,Present,106.4
Beiler2020,WISCONSIN,Mifflin,924.NG10,Beiler,MB2,ORG23,2020,1,Mix,Mixed,NA,Low,Low,Low,Present,68.4
Beiler2020,WISCONSIN,Mifflin,FOS8500,Beiler,MB2,CHECK3,2020,1,Mix,Mixed,NA,Low,Low,Low,Present,118.2
Beiler2020,WISCONSIN,Mifflin,FOS8500,Beiler,MB2,CHECK3,2020,1,Mix,Mixed,NA,Low,Low,Low,Present,83.8
Beiler2020,WISCONSIN,Mifflin,K5N.NG10,Beiler,MB2,ORG24,2020,1,Mix,Mixed,NA,Low,Low,Low,Present,77.8
Beiler2020,WISCONSIN,Mifflin,K5N.NG10,Beiler,MB2,ORG24,2020,1,Mix,Mixed,NA,Low,Low,Low,Present,53.7
Beiler2020,WISCONSIN,Mifflin,UR65.461,Beiler,MB2,ORG25,2020,1,Mix,Mixed,NA,Low,Low,Low,Present,91.6
Beiler2020,WISCONSIN,Mifflin,UR65.461,Beiler,MB2,ORG25,2020,1,Mix,Mixed,NA,Low,Low,Low,Present,128.9
Clark2020,WISCONSIN,Springdale,15.C4-6,Clark,DC,ORG3,2020,1,Animal,None,NA,High,Low,Low,Absent,17.7
Clark2020,WISCONSIN,Springdale,17.461,Clark,DC,ORG1,2020,1,Animal,None,NA,Low,Low,Low,Absent,46.1
Clark2020,WISCONSIN,Springdale,924.461,Clark,DC,ORG21,2020,1,Animal,None,NA,Medium,Low,Low,Absent,9.8
Clark2020,WISCONSIN,Springdale,9215.C4-6,Clark,DC,ORG22,2020,1,Animal,None,NA,Low,Low,Low,Absent,28.1
Clark2020,WISCONSIN,Springdale,17.2B24,Clark,DC,ORG4,2020,1,Animal,None,NA,High,Low,Low,Absent,43.2
Clark2020,WISCONSIN,Springdale,924.NG10,Clark,DC,ORG23,2020,1,Animal,None,NA,High,Low,Low,Absent,66.4
Clark2020,WISCONSIN,Springdale,FOS8500,Clark,DC,CHECK3,2020,1,Animal,None,NA,Low,Low,Low,Absent,72.5
Clark2020,WISCONSIN,Springdale,K5N.NG10,Clark,DC,ORG24,2020,1,Animal,None,NA,Low,Low,Low,Absent,19.7
Clark2020,WISCONSIN,Springdale,UR65.461,Clark,DC,ORG25,2020,1,Animal,None,NA,High,Low,Low,Absent,28.1
Egre2020,WISCONSIN,Albion,15.C4-6,Egre,EJ,ORG3,2020,1,Animal,Grass,NA,Low,Medium,Low,Present,20.4
Egre2020,WISCONSIN,Albion,17.461,Egre,EJ,ORG1,2020,1,Animal,Grass,NA,Low,Medium,Low,Present,5.4
Egre2020,WISCONSIN,Albion,924.461,Egre,EJ,ORG21,2020,1,Animal,Grass,NA,Low,Medium,Low,Present,39.7
Egre2020,WISCONSIN,Albion,9215.C4-6,Egre,EJ,ORG22,2020,1,Animal,Grass,NA,Low,Medium,Low,Present,8.2
Egre2020,WISCONSIN,Albion,17.2B24,Egre,EJ,ORG4,2020,1,Animal,Grass,NA,Low,Medium,Low,Present,8.3
Egre2020,WISCONSIN,Albion,924.NG10,Egre,EJ,ORG23,2020,1,Animal,Grass,NA,Low,Medium,Low,Present,16.9
Egre2020,WISCONSIN,Albion,FOS8500,Egre,EJ,CHECK3,2020,1,Animal,Grass,NA,Low,Medium,Low,Present,28.2
Egre2020,WISCONSIN,Albion,K5N.NG10,Egre,EJ,ORG24,2020,1,Animal,Grass,NA,Low,Medium,Low,Present,41.9
Egre2020,WISCONSIN,Albion,UR65.461,Egre,EJ,ORG25,2020,1,Animal,Grass,NA,Low,Medium,Low,Present,16.9
Esch2020,WISCONSIN,Fennimore,15.C4-6,Esch,DE,ORG3,2020,1,Animal,None,NA,Low,High,Low,Absent,86.5
Esch2020,WISCONSIN,Fennimore,17.461,Esch,DE,ORG1,2020,1,Animal,None,NA,Medium,High,Low,Absent,209.1
Esch2020,WISCONSIN,Fennimore,924.461,Esch,DE,ORG21,2020,1,Animal,None,NA,Medium,High,Low,Absent,164.8
Esch2020,WISCONSIN,Fennimore,9215.C4-6,Esch,DE,ORG22,2020,1,Animal,None,NA,High,High,Low,Absent,208.4
Esch2020,WISCONSIN,Fennimore,17.2B24,Esch,DE,ORG4,2020,1,Animal,None,NA,Low,High,Low,Absent,80.5
Esch2020,WISCONSIN,Fennimore,924.NG10,Esch,DE,ORG23,2020,1,Animal,None,NA,High,High,Low,Absent,149
Esch2020,WISCONSIN,Fennimore,FOS8500,Esch,DE,CHECK3,2020,1,Animal,None,NA,Low,High,Low,Absent,230.6
Esch2020,WISCONSIN,Fennimore,K5N.NG10,Esch,DE,ORG24,2020,1,Animal,None,NA,Low,High,Low,Absent,118
Esch2020,WISCONSIN,Fennimore,UR65.461,Esch,DE,ORG25,2020,1,Animal,None,NA,Low,High,Low,Absent,88.3
Goldstein2020,WISCONSIN,NewGeneva,15.C4-6,Goldstein,WaG,ORG3,2020,1,Green,Mixed,NA,Low,Low,Low,Present,41.3
Goldstein2020,WISCONSIN,NewGeneva,17.461,Goldstein,WaG,ORG1,2020,1,Green,Mixed,NA,Low,Low,Low,Present,53.7
Goldstein2020,WISCONSIN,NewGeneva,924.461,Goldstein,WaG,ORG21,2020,1,Green,Mixed,NA,Low,Low,Low,Present,28.5
Goldstein2020,WISCONSIN,NewGeneva,9215.C4-6,Goldstein,WaG,ORG22,2020,1,Green,Mixed,NA,Medium,Low,Low,Present,51.4
Goldstein2020,WISCONSIN,NewGeneva,17.2b24,Goldstein,WaG,ORG4,2020,1,Green,Mixed,NA,Low,Low,Low,Present,35
Goldstein2020,WISCONSIN,NewGeneva,924.NG10,Goldstein,WaG,ORG23,2020,1,Green,Mixed,NA,Low,Low,Low,Present,64
Goldstein2020,WISCONSIN,NewGeneva,FOS8500,Goldstein,WaG,CHECK3,2020,1,Green,Mixed,NA,Low,Low,Low,Present,51.3
Goldstein2020,WISCONSIN,NewGeneva,K5N.NG10,Goldstein,WaG,ORG24,2020,1,Green,Mixed,NA,Low,Low,Low,Present,30.1
Goldstein2020,WISCONSIN,NewGeneva,UR65.461,Goldstein,WaG,ORG25,2020,1,Green,Mixed,NA,Low,Low,Low,Present,50.3
Smith2021,Illinois,Peoria,59R5,Smith,AS2,CHECK1,2021,1,Mix,Legume,NA,High,High,High,Absent,134
Smith2021,Illinois,Peoria,59R5,Smith,AS2,CHECK1,2021,2,Mix,Legume,NA,High,High,High,Absent,135.8
Smith2021,Illinois,Peoria,17.2B24,Smith,AS2,ORG4,2021,1,Mix,Legume,NA,High,High,High,Absent,140.4
Smith2021,Illinois,Peoria,17.2B24,Smith,AS2,ORG4,2021,2,Mix,Legume,NA,High,High,High,Absent,103.3
Smith2021,Illinois,Peoria,PHHB9*PHW30,Smith,AS2,UIUC3,2021,1,Mix,Legume,NA,High,High,High,Absent,109.3
Smith2021,Illinois,Peoria,PHHB9*PHW30,Smith,AS2,UIUC3,2021,2,Mix,Legume,NA,High,High,High,Absent,98.8
Smith2021,Illinois,Peoria,PHHB9*PHZ51,Smith,AS2,UIUC4,2021,1,Mix,Legume,NA,High,High,High,Absent,65.9
Smith2021,Illinois,Peoria,PHHB9*PHZ51,Smith,AS2,UIUC4,2021,2,Mix,Legume,NA,High,High,High,Absent,63.3
Gruver2021,Illinois,Macomb,59R5,Gruver,JG3,CHECK1,2021,1,Mix,Mixed,NA,Medium,High,High,Absent,76
Gruver2021,Illinois,Macomb,59R5,Gruver,JG3,CHECK1,2021,2,Mix,Mixed,NA,Medium,High,High,Absent,70.3
Gruver2021,Illinois,Macomb,17.2B24,Gruver,JG3,ORG4,2021,1,Mix,Mixed,NA,Medium,High,High,Absent,89.6
Gruver2021,Illinois,Macomb,17.2B24,Gruver,JG3,ORG4,2021,2,Mix,Mixed,NA,Medium,High,High,Absent,73
Gruver2021,Illinois,Macomb,PHHB9*PHW30,Gruver,JG3,UIUC3,2021,1,Mix,Mixed,NA,Medium,High,High,Absent,72.4
Gruver2021,Illinois,Macomb,PHHB9*PHW30,Gruver,JG3,UIUC3,2021,2,Mix,Mixed,NA,Medium,High,High,Absent,41.4
Gruver2021,Illinois,Macomb,PHHB9*PHZ51,Gruver,JG3,UIUC4,2021,1,Mix,Mixed,NA,Medium,High,High,Absent,103.9
Gruver2021,Illinois,Macomb,PHHB9*PHZ51,Gruver,JG3,UIUC4,2021,2,Mix,Mixed,NA,Medium,High,High,Absent,40.5
Doonan2021,Illinois,Reynolds,59R5,Doonan,TD2,CHECK1,2021,1,Green,Legume,NA,Medium,High,High,Absent,121.1
Doonan2021,Illinois,Reynolds,59R5,Doonan,TD2,CHECK1,2021,2,Green,Legume,NA,Medium,High,High,Absent,144.8
Doonan2021,Illinois,Reynolds,17.2B24,Doonan,TD2,ORG4,2021,1,Green,Legume,NA,Medium,High,High,Absent,104.7
Doonan2021,Illinois,Reynolds,17.2B24,Doonan,TD2,ORG4,2021,2,Green,Legume,NA,Medium,High,High,Absent,129.9
Doonan2021,Illinois,Reynolds,PHHB9*PHW30,Doonan,TD2,UIUC3,2021,1,Green,Legume,NA,Medium,High,High,Absent,138.1
Doonan2021,Illinois,Reynolds,PHHB9*PHW30,Doonan,TD2,UIUC3,2021,2,Green,Legume,NA,Medium,High,High,Absent,149.1
Doonan2021,Illinois,Reynolds,PHHB9*PHZ51,Doonan,TD2,UIUC4,2021,1,Green,Legume,NA,Medium,High,High,Absent,117.3
Doonan2021,Illinois,Reynolds,PHHB9*PHZ51,Doonan,TD2,UIUC4,2021,2,Green,Legume,NA,Medium,High,High,Absent,126.5
